"","tri","Fire_ID"
"541",13.7357177734375,"SLK25_2009_1726"
"542",7.29605293273926,"SLK25_2013_1861"
"543",7.13989973068237,"SLK25_2020_2201"
"544",10.1553039550781,"SLK26_2009_1715"
"545",3.20963287353516,"SLK26_2012_1765"
"546",2.98169541358948,"SLK26_2017_2089"
"547",10.8018732070923,"SLK26_2018_2142"
"548",4.54381275177002,"SLK26_2020_2197"
"549",6.29755210876465,"SLK27_2013_1869"
"550",9.38596820831299,"SLK27_2018_2154"
"551",3.33079409599304,"SLK28_2015_1992"
"552",2.30109167098999,"SLK29_2008_1667"
"553",2.949702501297,"SLK29_2012_1855"
"554",8.44845771789551,"SLK29_2016_2007"
"555",5.42160701751709,"SLK3_2001_39"
"556",1.9884033203125,"SLK3_2002_52"
"557",3,"SLK3_2020_2205"
"558",7.26505136489868,"SLK30_2002_184"
"559",6.16362428665161,"SLK30_2006_1581"
"560",2.16950941085815,"SLK30_2015_1975"
"561",6.54946947097778,"SLK31_2002_89"
"562",5.83746957778931,"SLK31_2013_1891"
"563",7.09853887557983,"SLK31_2019_2184"
"564",9.49271106719971,"SLK32_2012_1850"
"565",8.43848323822021,"SLK32_2015_1980"
"566",5.35901832580566,"SLK32_2017_1948"
"567",6.2987585067749,"SLK33_2017_2106"
"568",8.28109169006348,"SLK33_2019_2168"
"569",6.30189895629883,"SLK34_2008_1666"
"570",14.5893726348877,"SLK35_2011_1821"
"571",4.76307153701782,"SLK35_2013_1875"
"572",1.30275881290436,"SLK36_2002_56"
"573",4.40708446502686,"SLK36_2015_1985"
"574",10.378978729248,"SLK36_2017_1950"
"575",0,"SLK36_2020_2200"
"576",8.08578014373779,"SLK37_2013_1893"
"577",4.45057725906372,"SLK37_2018_2058"
"578",5.57948446273804,"SLK37_2019_2175"
"579",3.63575100898743,"SLK37_2020_2160"
"580",7.36619853973389,"SLK38_2006_1674"
"581",13.0709981918335,"SLK38_2011_1798"
"582",8.85910034179688,"SLK38_2017_2105"
"583",6.50397682189941,"SLK38_2019_2167"
"584",6.26593160629272,"SLK39_2019_2170"
"585",10.4526891708374,"SLK4_2001_64"
"586",5.81609582901001,"SLK4_2002_17"
"587",5.13002490997314,"SLK4_2003_1401"
"588",9.19931507110596,"SLK40_2005_1534"
"589",16.5826644897461,"SLK40_2006_1672"
"590",10.8060827255249,"SLK40_2011_1693"
"591",5.62741136550903,"SLK40_2019_2163"
"592",6.44158744812012,"SLK41_2013_1897"
"593",3.13258242607117,"SLK41_2015_1989"
"594",2,"SLK41_2019_2183"
"595",2,"SLK42_2006_1675"
"596",25.1944808959961,"SLK42_2017_1949"
"597",12.3136548995972,"SLK43_2013_1896"
"598",6.347900390625,"SLK43_2017_2075"
